ชื่อสาขา,เลขที่เอกสาร,รายการขาย,จำนวน,ราคาต่อหน่วย,ส่วนลดรายการ,มูลค่าก่อนภาษี,ส่วนลด,ยอดขาย,ภาษี,ราคาสุทธิ
,,1. MINI008/Sushi Bento  Veggie 2 (หน่วย),1,165,0,154.21,,,,
,,2. DON015/Salmon Teriyaki Don (หน่วย),1,250,0,233.64,,,,
,,,,,,387.85,0,387.85,27.15,415
สนามบินดอนเมือง,ABB-001-2602/00120,2026-02-23 14:23,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00121,2026-02-23 14:25,,,,,,,,
,,1. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,2. BEV006/ITOEN Unsweetened Green Tea (Bottle) 500 ml. (หน่วย),1,50,0,46.73,,,,
,,,,,,83.18,0,83.18,5.82,89
สนามบินดอนเมือง,ABB-001-2602/00122,2026-02-23 14:27,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00123,2026-02-23 14:28,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,2. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,,,,,434.58,0,434.58,30.42,465
สนามบินดอนเมือง,ABB-001-2602/00124,2026-02-23 14:29,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00125,2026-02-23 14:31,,,,,,,,
,,1. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,2. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,72.9,0,72.9,5.1,78
สนามบินดอนเมือง,ABB-001-2602/00126,2026-02-23 14:32,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00127,2026-02-23 14:33,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00128,2026-02-23 14:41,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00129,2026-02-23 14:42,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00130,2026-02-23 14:43,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00131,2026-02-23 14:44,,,,,,,,
,,1. DES004/Dorayaki (หน่วย),1,50,0,46.73,,,,
,,2. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,3. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,4. DES001/Rare Cheese Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,156.07,0,156.07,10.93,167
สนามบินดอนเมือง,ABB-001-2602/00132,2026-02-23 14:45,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00133,2026-02-23 14:46,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00134,2026-02-23 14:47,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),3,10,0,28.04,,,,
,,,,,,28.04,0,28.04,1.96,30
สนามบินดอนเมือง,ABB-001-2602/00135,2026-02-23 14:48,,,,,,,,
,,1. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,,,,,196.26,0,196.26,13.74,210
สนามบินดอนเมือง,ABB-001-2602/00136,2026-02-23 14:49,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,2. BEV001/Singha Beer (Can) 320 ml. (หน่วย),1,90,0,84.11,,,,
,,,,,,102.8,0,102.8,7.2,110
สนามบินดอนเมือง,ABB-001-2602/00137,2026-02-23 14:52,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00138,2026-02-23 14:54,,,,,,,,
,,1. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,,,,,228.97,0,228.97,16.03,245
สนามบินดอนเมือง,ABB-001-2602/00139,2026-02-23 14:55,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,2. BEV007/ITOEN Elegant Jasmine Green Tea (Bottle) 500 ml. (หน่วย),3,50,0,140.19,,,,
,,,,,,149.53,0,149.53,10.47,160
สนามบินดอนเมือง,ABB-001-2602/00140,2026-02-23 14:57,,,,,,,,
,,1. DON014/Negi Salmon Don (หน่วย),1,210,0,196.26,,,,
,,,,,,196.26,0,196.26,13.74,210
สนามบินดอนเมือง,ABB-001-2602/00141,2026-02-23 14:57,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00142,2026-02-23 14:57,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00143,2026-02-23 15:00,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,0,205.61,14.39,220
สนามบินดอนเมือง,ABB-001-2602/00144,2026-02-23 15:01,,,,,,,,
,,1. BEV002/Asahi Beer (Can) 330 ml. (หน่วย),2,90,0,168.22,,,,
,,,,,,168.22,0,168.22,11.78,180
สนามบินดอนเมือง,ABB-001-2602/00145,2026-02-23 15:04,,,,,,,,
,,1. APP001/Chuka Wakame (หน่วย),1,40,0,37.38,,,,
,,2. APP005/Tako Wasabi (หน่วย),1,110,0,102.8,,,,
,,,,,,140.19,0,140.19,9.81,150
สนามบินดอนเมือง,ABB-001-2602/00146,2026-02-23 15:11,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00147,2026-02-23 15:11,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00148,2026-02-23 15:13,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00149,2026-02-23 15:16,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00150,2026-02-23 15:17,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00151,2026-02-23 15:20,,,,,,,,
,,1. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,,,,,196.26,0,196.26,13.74,210
สนามบินดอนเมือง,ABB-001-2602/00152,2026-02-23 15:20,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00153,2026-02-23 15:21,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00154,2026-02-23 15:22,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),1,90,0,84.11,,,,
,,2. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,93.46,0,93.46,6.54,100
สนามบินดอนเมือง,ABB-001-2602/00155,2026-02-23 15:24,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00156,2026-02-23 15:28,,,,,,,,
,,1. DON006/Saba Teriyaki Don (หน่วย),1,155,0,144.86,,,,
,,2. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,154.21,0,154.21,10.79,165
สนามบินดอนเมือง,ABB-001-2602/00157,2026-02-23 15:28,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00158,2026-02-23 15:31,,,,,,,,
,,1. MED007/Sushi Bento Mori Set (หน่วย),2,310,0,579.44,,,,
,,2. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,3. MINI013/Salmon Tuna Ebiko Sandwich Sushi Bento (หน่วย),2,320,0,598.13,,,,
,,4. DON013/Torikatsu Curry Don (หน่วย),1,240,0,224.3,,,,
,,,,,,1607.48,0,1607.48,112.52,1720
สนามบินดอนเมือง,ABB-001-2602/00159,2026-02-23 15:32,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00160,2026-02-23 15:33,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00161,2026-02-23 15:35,,,,,,,,
,,1. MED003/Salmon Varity Set  M (หน่วย),1,385,0,359.81,,,,
,,2. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,3. MED007/Sushi Bento Mori Set (หน่วย),1,310,0,289.72,,,,
,,4. DON003/Poke Bowl (หน่วย),1,275,0,257.01,,,,
,,,,,,1102.8,0,1102.8,77.2,1180
สนามบินดอนเมือง,ABB-001-2602/00162,2026-02-23 15:36,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00163,2026-02-23 15:38,,,,,,,,
,,1. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,2. DES004/Dorayaki (หน่วย),1,50,0,46.73,,,,
,,3. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,,,,,279.44,0,279.44,19.56,299
สนามบินดอนเมือง,ABB-001-2602/00164,2026-02-23 15:38,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00165,2026-02-23 15:39,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00166,2026-02-23 15:42,,,,,,,,
,,1. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,48.32,157.01,10.99,168
สนามบินดอนเมือง,ABB-001-2602/00167,2026-02-23 15:43,,,,,,,,
,,1. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),1,220,0,205.61,,,,
,,2. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,,,,,242.06,0,242.06,16.94,259
สนามบินดอนเมือง,ABB-001-2602/00168,2026-02-23 15:43,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00169,2026-02-23 15:44,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,0,205.61,14.39,220
สนามบินดอนเมือง,ABB-001-2602/00170,2026-02-23 15:44,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00171,2026-02-23 15:44,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00172,2026-02-23 15:44,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00173,2026-02-23 15:45,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00174,2026-02-23 15:46,,,,,,,,
,,1. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,,,,,196.26,0,196.26,13.74,210
สนามบินดอนเมือง,ABB-001-2602/00175,2026-02-23 15:51,,,,,,,,
,,1. MINI014/Sushi Moriawase Set (หน่วย),1,220,0,205.61,,,,
,,2. DON014/Negi Salmon Don (หน่วย),1,210,0,196.26,,,,
,,,,,,401.87,0,401.87,28.13,430
สนามบินดอนเมือง,ABB-001-2602/00176,2026-02-23 15:53,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),2,90,0,168.22,,,,
,,,,,,168.22,0,168.22,11.78,180
สนามบินดอนเมือง,ABB-001-2602/00177,2026-02-23 15:56,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00178,2026-02-23 15:57,,,,,,,,
,,1. DES001/Rare Cheese Daifuku (หน่วย),2,39,0,72.9,,,,
,,,,,,72.9,0,72.9,5.1,78
สนามบินดอนเมือง,ABB-001-2602/00179,2026-02-23 16:00,,,,,,,,
,,1. MINI013/Salmon Tuna Ebiko Sandwich Sushi Bento (หน่วย),1,320,0,299.07,,,,
,,2. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,3. BEV006/ITOEN Unsweetened Green Tea (Bottle) 500 ml. (หน่วย),1,50,0,46.73,,,,
,,4. DON004/Salmon Don (หน่วย),1,210,0,196.26,,,,
,,5. DON012/Tonkatsu Curry Don (หน่วย),1,265,0,247.66,,,,
,,6. DON011/Chirashi Don (หน่วย),1,310,0,289.72,,,,
,,7. DON014/Negi Salmon Don (หน่วย),1,210,0,196.26,,,,
,,8. MED003/Salmon Varity Set  M (หน่วย),1,385,0,359.81,,,,
,,,,,,1831.78,0,1831.78,128.22,1960
สนามบินดอนเมือง,ABB-001-2602/00180,2026-02-23 16:03,,,,,,,,
,,1. MINI010/Sushi Bento Salmon 2 Tone (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,0,205.61,14.39,220
สนามบินดอนเมือง,ABB-001-2602/00181,2026-02-23 16:03,,,,,,,,
,,1. DON005/Aburi Salmon Don (หน่วย),1,220,0,205.61,,,,
,,,,,,205.61,0,205.61,14.39,220
สนามบินดอนเมือง,ABB-001-2602/00182,2026-02-23 16:07,,,,,,,,
,,1. MINI004/Salmon Varity Set S (หน่วย),1,200,0,186.92,,,,
,,,,,,186.92,0,186.92,13.08,200
สนามบินดอนเมือง,ABB-001-2602/00183,2026-02-23 16:08,,,,,,,,
,,1. MINI001/Salmon Sushi 7 pcs. (หน่วย),1,210,0,196.26,,,,
,,,,,,196.26,0,196.26,13.74,210
สนามบินดอนเมือง,ABB-001-2602/00184,2026-02-23 16:08,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00185,2026-02-23 16:09,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00186,2026-02-23 16:10,,,,,,,,
,,1. MINI012/Sushi Bento Aburi Set (หน่วย),1,275,0,257.01,,,,
,,2. MINI011/Sushi Bento 2 Friends (หน่วย),1,245,0,228.97,,,,
,,,,,,485.98,0,485.98,34.02,520
สนามบินดอนเมือง,ABB-001-2602/00187,2026-02-23 16:11,,,,,,,,
,,1. APP005/Tako Wasabi (หน่วย),1,110,0,102.8,,,,
,,2. MINI009/Sushi Bento Super Maki S (หน่วย),1,200,0,186.92,,,,
,,3. APP001/Chuka Wakame (หน่วย),1,40,0,37.38,,,,
,,,,,,327.1,0,327.1,22.9,350
สนามบินดอนเมือง,ABB-001-2602/00188,2026-02-23 16:11,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),4,10,0,37.38,,,,
,,,,,,37.38,0,37.38,2.62,40
สนามบินดอนเมือง,ABB-001-2602/00189,2026-02-23 16:12,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00190,2026-02-23 16:14,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00191,2026-02-23 16:15,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00192,2026-02-23 16:20,,,,,,,,
,,1. DON013/Torikatsu Curry Don (หน่วย),1,240,0,224.3,,,,
,,2. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,233.64,0,233.64,16.36,250
สนามบินดอนเมือง,ABB-001-2602/00193,2026-02-23 16:21,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,2. BEV004/Pepsi Max (Can) 325ml. (หน่วย),2,30,0,56.07,,,,
,,,,,,65.42,0,65.42,4.58,70
สนามบินดอนเมือง,ABB-001-2602/00194,2026-02-23 16:24,,,,,,,,
,,1. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,2. DES004/Dorayaki (หน่วย),1,50,0,46.73,,,,
,,3. DES002/Yuzu Daifuku (หน่วย),1,39,0,36.45,,,,
,,4. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,128.97,0,128.97,9.03,138
สนามบินดอนเมือง,ABB-001-2602/00195,2026-02-23 16:25,,,,,,,,
,,1. MINI001/Salmon Sushi 7 pcs. (หน่วย),2,210,0,392.52,,,,
,,,,,,392.52,0,392.52,27.48,420
สนามบินดอนเมือง,ABB-001-2602/00196,2026-02-23 16:26,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00197,2026-02-23 16:27,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00198,2026-02-23 16:39,,,,,,,,
,,1. DON004/Salmon Don (หน่วย),1,210,0,196.26,,,,
,,,,,,196.26,0,196.26,13.74,210
สนามบินดอนเมือง,ABB-001-2602/00199,2026-02-23 16:45,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),2,10,0,18.69,,,,
,,,,,,18.69,0,18.69,1.31,20
สนามบินดอนเมือง,ABB-001-2602/00200,2026-02-23 16:45,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00201,2026-02-23 16:46,,,,,,,,
,,1. DON015/Salmon Teriyaki Don (หน่วย),1,250,0,233.64,,,,
,,2. MINI013/Salmon Tuna Ebiko Sandwich Sushi Bento (หน่วย),1,320,0,299.07,,,,
,,,,,,532.71,0,532.71,37.29,570
สนามบินดอนเมือง,ABB-001-2602/00202,2026-02-23 16:46,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00203,2026-02-23 16:47,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,2. BEV003/Pepsi (Can) 325ml. (หน่วย),1,30,0,28.04,,,,
,,,,,,37.38,0,37.38,2.62,40
สนามบินดอนเมือง,ABB-001-2602/00204,2026-02-23 16:57,,,,,,,,
,,1. BEV001/Singha Beer (Can) 320 ml. (หน่วย),1,90,0,84.11,,,,
,,,,,,84.11,0,84.11,5.89,90
สนามบินดอนเมือง,ABB-001-2602/00205,2026-02-23 17:01,,,,,,,,
,,1. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,9.35,0,9.35,0.65,10
สนามบินดอนเมือง,ABB-001-2602/00206,2026-02-23 17:11,,,,,,,,
,,1. DES003/Matcha Red Bean Daifuku (หน่วย),1,39,0,36.45,,,,
,,2. BEV005/Namthip Drinking Water (Bottle) 550 ml. (หน่วย),1,10,0,9.35,,,,
,,,,,,45.79,0,45.79,3.21,49
